Company,Shortname,Link
Vamshi Rubber,VR,https://www.moneycontrol.com/india/stockpricequote/rubber/vamshirubber/VR
Govind Rubber,GR01,https://www.moneycontrol.com/india/stockpricequote/tyres/govindrubber/GR01
Wheels,WI11,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/wheelsindia/WI11
Steel Str Wheel,SSW01,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/steelstripswheels/SSW02
Bajaj Auto,BA06,https://www.moneycontrol.com/india/stockpricequote/auto23wheelers/bajajauto/BA10
Hero Motocorp,HHM,https://www.moneycontrol.com/india/stockpricequote/auto23wheelers/heromotocorp/HHM
TVS Motor,TVS,https://www.moneycontrol.com/india/stockpricequote/auto23wheelers/tvsmotorcompany/TVS
Atul Auto,AA08,https://www.moneycontrol.com/india/stockpricequote/auto23wheelers/atulauto/AA08
Scooters India,SI09,https://www.moneycontrol.com/india/stockpricequote/auto23wheelers/scootersindia/SI09
M&M,MM,https://www.moneycontrol.com/india/stockpricequote/autocarsjeeps/mahindramahindra/MM
Eicher Motors,EM,https://www.moneycontrol.com/india/stockpricequote/autolcvshcvs/eichermotors/EM
Tata Motors,TEL,https://www.moneycontrol.com/india/stockpricequote/autolcvshcvs/tatamotors/TM03
TML-D,TMD,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/tatamotorsltddvr/TATAM57000
Maruti Suzuki,MU01,https://www.moneycontrol.com/india/stockpricequote/autocarsjeeps/marutisuzukiindia/MS24
Hind Motors,HM,https://www.moneycontrol.com/india/stockpricequote/autocarsjeeps/hindustanmotors/HM
Escorts,E,https://www.moneycontrol.com/india/stockpricequote/autotractors/escorts/E
HMT,HMT,https://www.moneycontrol.com/india/stockpricequote/autotractors/hmt/HMT
VST Tillers,VST01,https://www.moneycontrol.com/india/stockpricequote/autotractors/vsttillerstractors/VST01
Ashok Leyland,AL,https://www.moneycontrol.com/india/stockpricequote/autolcvshcvs/ashokleyland/AL
Force Motors,BT,https://www.moneycontrol.com/india/stockpricequote/autolcvshcvs/forcemotors/FM01
SML Isuzu,SM,https://www.moneycontrol.com/india/stockpricequote/autolcvshcvs/smlisuzu/SM
HDFC Bank,HDF01,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/hdfcbank/HDF01
Kotak Mahindra,KMF,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/kotakmahindrabank/KMB
ICICI Bank,ICI02,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/icicibank/ICI02
Axis Bank,UTI10,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/axisbank/AB16
Bandhan Bank,BB09,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/bandhanbank/BB09
Yes Bank,YB,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/yesbank/YB
IndusInd Bank,IIB,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/indusindbank/IIB
AU Small Financ,ASF03,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/ausmallfinancebank/ASF02
IDFC First Bank,IDF01,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/idfcfirstbank/IDF01
City Union Bank,CUB,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/cityunionbank/CUB
Federal Bank,FB,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/federalbank/FB
RBL Bank,RB02,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/rblbank/RB03
DCB Bank,DCB01,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/dcbbank/DCB01
Karur Vysya,KVB,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/karurvysyabank/KVB
CSB Bank,CB08,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/csbbank/CB05
Karnataka Bank,KB04,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/karnatakabank/KB04
South Ind Bk,SIB,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/southindianbank/SIB
JK Bank,JKB,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/jammukashmirbank/JKB
Lakshmi Vilas,LVB,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/lakshmivilasbank/LVB
Dhanlaxmi Bank,DB01,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/dhanlaxmibank/DB01
StanChart PLC,SCB01,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/standardcharteredplc/SCB01
SBI,SBI,https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/statebankindia/SBI
PNB,PNB05,https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/punjabnationalbank/PNB05
Union Bank,UBI01,https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/unionbankindia/UBI01
Bank of Baroda,BOB,https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/bankofbaroda/BOB
IDBI Bank,IDB,https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/idbibank/IDB05
Canara Bank,CB06,https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/canarabank/CB06
IOB,IOB,https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/indianoverseasbank/IOB
Bank of India,BOI,https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/bankofindia/BOI
UCO Bank,UCO,https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/ucobank/UCO
Central Bank,CBO01,https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/centralbankindia/CBO01
Bank of Mah,BM05,https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/bankmaharashtra/BM05
Indian Bank,IB04,https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/indianbank/IB04
Punjab & Sind,PSB,https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/punjabsindbank/PSB
Exide Ind,EI,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/exideindustries/EI
Amara Raja Batt,ARB,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/amararajabatteries/ARB
Eveready Ind,EII02,https://www.moneycontrol.com/india/stockpricequote/drycells/evereadyindustriesindia/EII02
HBL Power,SNP,https://www.moneycontrol.com/india/stockpricequote/electricequipment/hblpowersystems/HBL02
Indo-National,IN01,https://www.moneycontrol.com/india/stockpricequote/drycells/indonational/NBC
Panasonic Energ,LN,https://www.moneycontrol.com/india/stockpricequote/drycells/panasonicenergyindiacompany/PEI03
High Energy,HEB,https://www.moneycontrol.com/india/stockpricequote/drycells/highenergybatteriesindia/HEB
Standard Batter,SB07,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/standardbatteries/SB07
Varun Beverages,VB05,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/varunbeverages/VB05
Manpasand Bever,MB03,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/manpasandbeverages/MB04
Orient Beverage,OB,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/orientbeverages/OB
Biocon,BL03,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/biocon/BL03
Eris Life,EL01,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/erislifesciences/EL01
Sun Pharma Adv,SPA,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sunpharmaadvancedresearchcompany/SPA
Vivo Biotech,SFE,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/vivobiotech/VB04
ANG Lifescience,ALI04,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/anglifesciencesindia/ALI
Firstsource Sol,FS07,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/firstsourcesolutions/FS07
Vakrangee,VI02,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/vakrangee/VS
eClerx Services,ES07,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/eclerxservices/eS06
Hinduja Global,HTM01,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/hindujaglobalsolutions/HGS01
HOV Services,HOV,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/hovservices/HOV
Intrasoft Tech,IT04,https://www.moneycontrol.com/india/stockpricequote/retail/intrasofttechnologies/IT04
Jupiter Infomed,JI09,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/jupiterinfomedia/JI11
Excel Realty,EI16,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/excelrealtyninfra/EI07
United Spirits,MC08,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/unitedspirits/US
United Brewerie,UBB,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/unitedbreweries/UB02
Radico Khaitan,RK01,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/radicokhaitan/RK01
GM Breweries,GMB,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/gmbreweries/GMB
Assoc Alcohol,AAB,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/associatedalcoholbreweries/AAB
Globus Spirits,GS15,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/globusspirits/GS
Som Distillerie,SDB,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/somdistilleriesbreweries/SDB
Tilaknagar Ind,TI09,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/tilaknagarindustries/TI09
Pioneer Distill,PDL,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/pioneerdistilleries/PDL
Jagatjit Ind,JI01,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/jagatjitindustries/JI01
Piccadilly Agro,PAI03,https://www.moneycontrol.com/india/stockpricequote/sugar/piccadillyagroindustries/PAI03
Ravi Kumar Dist,RKD,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/ravikumardistilleries/RKD
Piccadilly Sug,PSA,https://www.moneycontrol.com/india/stockpricequote/sugar/piccadillysugaralliedindustries/PSA
Winsome Brew,WB,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/winsomebreweries/WB
Empee Distiller,ED,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/empeedistilleries/ED
Mount Shivalik,MSI06,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/mountshivalikindustries/MSI06
Hathway Cable,HCD,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/hathwaycabledatacom/HCD
Den Networks,DN02,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/dennetworks/DN02
Dish TV,DTV,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/dishtvindia/DTV
GTPL Hathway,GH02,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/gtplhathway/GH02
Polycab,PI41,https://www.moneycontrol.com/india/stockpricequote/cablespowerothers/polycabindia/PI44
Finolex Cables,FC01,https://www.moneycontrol.com/india/stockpricequote/cablestelephone/finolexcables/FC01
Sterlite Techno,SO03,https://www.moneycontrol.com/india/stockpricequote/cablestelephone/sterlitetechnologies/ST20
KEI Industries,KEI,https://www.moneycontrol.com/india/stockpricequote/cablespowerothers/keiindustries/KEI
Universal Cable,UC,https://www.moneycontrol.com/india/stockpricequote/cablespowerothers/universalcables/UC
Precision Wires,PWI,https://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/precisionwiresindia/PWI
Paramount Comm,PC01,https://www.moneycontrol.com/india/stockpricequote/cablestelephone/paramountcommunications/PC01
Salzer Electro,SE01,https://www.moneycontrol.com/india/stockpricequote/electricequipment/salzerelectronics/SE01
Birla Cable,BEO,https://www.moneycontrol.com/india/stockpricequote/cablestelephone/birlacable/BEO
Aksh Optifibre,AO03,https://www.moneycontrol.com/india/stockpricequote/cablestelephone/akshoptifibre/AO03
Ultracab India,UI15,https://www.moneycontrol.com/india/stockpricequote/cablespowerothers/ultracabindia/UI20
Dynamic Cables,DC13,https://www.moneycontrol.com/india/stockpricequote/cablespowerothers/dynamiccables/DC13
Cords Cable Ind,CCI07,https://www.moneycontrol.com/india/stockpricequote/cablespowerothers/cordscableindustries/CCI07
CMI,CMI,https://www.moneycontrol.com/india/stockpricequote/cablestelephone/cmi/CMI
Delton Cables,DC01,https://www.moneycontrol.com/india/stockpricequote/cablespowerothers/deltoncables/DC01
Diamond Power,DC05,https://www.moneycontrol.com/india/stockpricequote/cablespowerothers/diamondpowerinfrastructure/DC05
Tamil Telecom,TT01,https://www.moneycontrol.com/india/stockpricequote/cablestelephone/tamilnadutelecommunications/TT01
Cybele Ind,QFC,https://www.moneycontrol.com/india/stockpricequote/cablespowerothers/cybeleindustries/CI39
Rain Industries,PC13,https://www.moneycontrol.com/india/stockpricequote/cementmajor/rainindustries/RC12
Phillips Carbon,PCB01,https://www.moneycontrol.com/india/stockpricequote/chemicals/phillipscarbonblack/PCB01
Goa Carbon,GC04,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/goacarbon/GC04
UltraTechCement,UTC,https://www.moneycontrol.com/india/stockpricequote/cementmajor/ultratechcement/UTC01
Shree Cements,SC12,https://www.moneycontrol.com/india/stockpricequote/cementmajor/shreecements/SC12
Ambuja Cements,GAC,https://www.moneycontrol.com/india/stockpricequote/cementmajor/ambujacements/AC18
ACC,ACC,https://www.moneycontrol.com/india/stockpricequote/cementmajor/acc/ACC06
Ramco Cements,MC,https://www.moneycontrol.com/india/stockpricequote/cementmajor/theramcocements/MC
Dalmia Bharat,OCL,https://www.moneycontrol.com/india/stockpricequote/cementmajor/dalmiabharat/OCL
J. K. Cement,JKC03,https://www.moneycontrol.com/india/stockpricequote/cementmajor/jkcement/JKC03
Heidelberg Cem,MC14,https://www.moneycontrol.com/india/stockpricequote/cementmajor/heidelbergcementindia/HCI02
India Cements,IC,https://www.moneycontrol.com/india/stockpricequote/cementmajor/indiacements/IC
Star Cement,SFC02,https://www.moneycontrol.com/india/stockpricequote/cementmajor/starcement/SFC02
JK Lakshmi Cem,JKC,https://www.moneycontrol.com/india/stockpricequote/cementmajor/jklakshmicement/JKL01
Ramcoind,RI26,https://www.moneycontrol.com/india/stockpricequote/cementproductsbuildingmaterials/ramcoindustries/RI26
Orient Cement,OC12,https://www.moneycontrol.com/india/stockpricequote/cementmajor/orientcement/OC10
Sagar Cement,SC27,https://www.moneycontrol.com/india/stockpricequote/cementmini/sagarcements/SC27
Sanghi Ind,SI04,https://www.moneycontrol.com/india/stockpricequote/cementproductsbuildingmaterials/sanghiindustries/SI04
KCP,KCP,https://www.moneycontrol.com/india/stockpricequote/cementmajor/kcp/KCP
HIL,HI09,https://www.moneycontrol.com/india/stockpricequote/cementproductsbuildingmaterials/hil/HI09
Mangalam Cement,MC03,https://www.moneycontrol.com/india/stockpricequote/cementmajor/mangalamcement/MC03
Shree Digvijay,SDC,https://www.moneycontrol.com/india/stockpricequote/cementmajor/shreedigvijaycementcompany/SDC
Jaiprakash Asso,JA02,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/jaiprakashassociates/JA02
NCL Industries,NCL,https://www.moneycontrol.com/india/stockpricequote/cementmini/nclindustries/NCL
Udaipur Cement,JKU,https://www.moneycontrol.com/india/stockpricequote/cementmajor/udaipurcementworks/JKU
Everest Ind,EE02,https://www.moneycontrol.com/india/stockpricequote/cementproductsbuildingmaterials/everestindustries/EI19
Deccan Cements,DC,https://www.moneycontrol.com/india/stockpricequote/cementmini/deccancements/DC
Anjani Cement,SC10,https://www.moneycontrol.com/india/stockpricequote/cementmini/anjaniportlandcement/APC
Saurashtra Cem,SCC01,https://www.moneycontrol.com/india/stockpricequote/cementmajor/saurashtracement/SC41
Visaka Ind,VI11,https://www.moneycontrol.com/india/stockpricequote/cementproductsbuildingmaterials/visakaindustries/VI11
Shiva Cement,SC42,https://www.moneycontrol.com/india/stockpricequote/cementmini/shivacement/SC50
Guj Sidhee Cem,GSC02,https://www.moneycontrol.com/india/stockpricequote/cementmajor/gujaratsidheecement/GSC02
Kakatiya Cement,KC01,https://www.moneycontrol.com/india/stockpricequote/cementmini/kakatiyacements/KC01
Andhra Cement,AC16,https://www.moneycontrol.com/india/stockpricequote/cementmajor/andhracement/AC16
Sahyadri Ind,SI84,https://www.moneycontrol.com/india/stockpricequote/cementproductsbuildingmaterials/sahyadriindustries/SI86
A Infra.,AI68,https://www.moneycontrol.com/india/stockpricequote/cementproductsbuildingmaterials/ainfrastructure/AI74
Katwa Udyog,KU,https://www.moneycontrol.com/india/stockpricequote/cementmini/katwaudyog/KU
Keerthi Ind,SC31,https://www.moneycontrol.com/india/stockpricequote/cementmini/keerthiindustries/KI27
Barak Vally Cem,BVC,https://www.moneycontrol.com/india/stockpricequote/cementmajor/barakvallycements/BVC
Skyline Millars,AMC,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/skylinemillars/SM20
Burnpur Cement,BC13,https://www.moneycontrol.com/india/stockpricequote/cementmajor/burnpurcement/BC13
Kajaria Ceramic,KC06,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/kajariaceramics/KC06
Cera Sanitary,MOF,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/cerasanitaryware/CS18
Asian Granito,AGI04,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/asiangranitoindia/AGI04
